primaryTitle,movieId,T_Const,startYear,averageRating,numVotes,Family,Biography,Musical,Reality-TV,Music,War,Action,Mystery,Sport,Drama,Short,Talk-Show,Game-Show,Fantasy,Documentary,Thriller,Adventure,Comedy,Romance,History,Film-Noir,Adult,Animation,News,Horror,Western,Sci-Fi,Crime
Crocodile Dundee II,1094,0092493,-0.07097096799746556,-0.19490186759114347,-0.06864891263720092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Adventures in Babysitting,1095,0092513,-0.08138763466413224,-0.018431279355849362,-0.07374686048939486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Beverly Hills Cop II,1097,0092644,-0.08138763466413224,-0.07725480876761412,-0.04506009659982056,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Broadcast News,1100,0092699,-0.08138763466413224,0.02568636770297414,-0.07867763115327958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Dirty Dancing,1101,0092890,-0.08138763466413224,-0.0037253970029082384,-0.0032719204264337136,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Evil Dead II,1103,0092991,-0.08138763466413224,0.09921577946768001,-0.02838331131386149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Fatal Attraction,1104,0093010,-0.08138763466413224,-0.018431279355849362,-0.05779693254391069,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Full Metal Jacket,1120,0093058,-0.08138763466413224,0.18745107358532714,0.1890572097586892,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good Morning, Vietnam",1124,0093105,-0.08138763466413224,0.04039225005591526,-0.03703826945644259,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Harry and the Hendersons,1125,0093148,-0.08138763466413224,-0.15078422053232,-0.0768788505138517,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hellraiser,1127,0093177,-0.08138763466413224,-0.018431279355849362,-0.044929262278535075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Wings of Desire,1129,0093191,-0.08138763466413224,0.14333342652650352,-0.06356244147985658,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Innerspace,1131,0093260,-0.08138763466413224,-0.033137161708790615,-0.06771968291087802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Last Emperor,1135,0093389,-0.08138763466413224,0.09921577946768001,-0.05134894282090837,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lethal Weapon,1136,0093409,-0.08138763466413224,0.08450989711473876,0.007466822944340424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Living Daylights,1171,0093428,-0.08138763466413224,-0.04784304406173174,-0.053032573955345226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Lost Boys,1172,0093437,-0.08138763466413224,0.02568636770297414,-0.0368007018730558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Moonstruck,1173,0093565,-0.08138763466413224,0.010980485350032885,-0.06787002761340782,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
A Nightmare on Elm Street 3: Dream Warriors,1175,0093629,-0.08138763466413224,-0.062548926414673,-0.059787756543821936,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Planes, Trains & Automobiles",1178,0093748,-0.08138763466413224,0.08450989711473876,-0.0370091951628236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Predator,1179,0093773,-0.08138763466413224,0.11392166182062113,0.06431242276040726,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Princess Bride,1183,0093779,-0.08138763466413224,0.14333342652650352,0.07142032243726179,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Raising Arizona,1186,0093822,-0.08138763466413224,0.04039225005591526,-0.037637352927591905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
RoboCop,1188,0093870,-0.08138763466413224,0.08450989711473876,0.007080058327908781,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Roxanne,1189,0093886,-0.08138763466413224,-0.062548926414673,-0.07329888683376533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Running Man,1193,0093894,-0.08138763466413224,-0.062548926414673,-0.03230107237902119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Spaceballs,1194,0094012,-0.08138763466413224,0.010980485350032885,-0.018367217162117398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Superman IV: The Quest for Peace,1196,0094074,-0.08138763466413224,-0.48901951464996696,-0.07200431565473003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Three Men and a Baby,1197,0094137,-0.08138763466413224,-0.13607833817937887,-0.07015695034043884,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Untouchables,1198,0094226,-0.08138763466413224,0.1286275441735624,0.026595795363164806,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Wall Street,1199,0094291,-0.08138763466413224,0.04039225005591526,-0.03143419936138113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Witches of Eastwick,1200,0094332,-0.08138763466413224,-0.07725480876761412,-0.06394576308783334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Akira,1201,0094625,-0.07097096799746556,0.14333342652650352,-0.020435317574015975,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alien Nation,1203,0094631,-0.07097096799746556,-0.10666657347349649,-0.08460610915608983,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Beetlejuice,1204,0094721,-0.07097096799746556,0.06980401476179764,0.022330673000557102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Big,1206,0094737,-0.07097096799746556,0.04039225005591526,-0.007165580432409246,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bull Durham,1207,0094812,-0.07097096799746556,-0.0037253970029082384,-0.06975182301224783,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Child's Play,1208,0094862,-0.07097096799746556,-0.062548926414673,-0.0520199469131152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Cocktail,1209,0094889,-0.07097096799746556,-0.16549010288526111,-0.05790328324951702,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Coming to America,1210,0094898,-0.07097096799746556,0.010980485350032885,-0.011707673697387384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Dangerous Liaisons,1211,0094947,-0.07097096799746556,0.08450989711473876,-0.06382793568737741,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Die Hard,1212,0095016,-0.07097096799746556,0.17274519123238577,0.23983967168571044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Rotten Scoundrels,1213,0095031,-0.07097096799746556,0.05509813240885651,-0.06323688590262283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
A Fish Called Wanda,1214,0095159,-0.07097096799746556,0.06980401476179764,-0.03638907108445001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Funny Farm,1215,0095188,-0.07097096799746556,-0.12137245582643762,-0.08171780761893958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Big Blue,1216,0095250,-0.07097096799746556,0.06980401476179764,-0.07087386121204409,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hairspray,1217,0095270,-0.07097096799746556,-0.0037253970029082384,-0.08239034193712635,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Grave of the Fireflies,1218,0095327,-0.07097096799746556,0.2168628382912094,0.012999737531334345,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Married to the Mob,1219,0095593,-0.07097096799746556,-0.12137245582643762,-0.08375186050278434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Midnight Run,1220,0095631,-0.07097096799746556,0.06980401476179764,-0.05779578487442573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mississippi Burning,1221,0095647,-0.07097096799746556,0.11392166182062113,-0.05235085828127877,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Naked Gun: From the Files of Police Squad!,1222,0095705,-0.07097096799746556,0.08450989711473876,-0.02644068943231858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Cinema Paradiso,1224,0095765,-0.07097096799746556,0.2168628382912094,0.007754122872075502,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Oliver & Company,1225,0095776,-0.07097096799746556,-0.062548926414673,-0.07207700138877753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Rain Man,1227,0095953,-0.07097096799746556,0.14333342652650352,0.10390510720906494,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rambo III,1228,0095956,-0.07097096799746556,-0.18019598523820235,-0.040612877345599145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Scrooged,1230,0096061,-0.07097096799746556,-0.018431279355849362,-0.052596076994565304,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tequila Sunrise,1231,0096244,-0.07097096799746556,-0.15078422053232,-0.07845536582969226,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Thin Blue Line,1233,0096257,-0.07097096799746556,0.14333342652650352,-0.08122124928844673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
My Neighbor Totoro,1234,0096283,-0.07097096799746556,0.15803930887944465,0.03639115441730152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Twins,1235,0096320,-0.07097096799746556,-0.13607833817937887,-0.04316644194963595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Unbearable Lightness of Being,1237,0096332,-0.07097096799746556,0.04039225005591526,-0.07675260687050606,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Who Framed Roger Rabbit,1240,0096438,-0.07097096799746556,0.09921577946768001,-0.014360320433625775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Willow,1242,0096446,-0.07097096799746556,0.02568636770297414,-0.04724640696867005,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Working Girl,1243,0096463,-0.07097096799746556,-0.033137161708790615,-0.06874799476940249,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Young Guns,1244,0096487,-0.07097096799746556,-0.033137161708790615,-0.06708157867724004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The 'Burbs,1245,0096734,-0.0605543013307989,-0.033137161708790615,-0.06188646147531946,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Abyss,1246,0096754,-0.0605543013307989,0.06980401476179764,-0.02311856882985331,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Baron Munchausen,1247,0096764,-0.07097096799746556,0.010980485350032885,-0.07012290281238502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
All Dogs Go to Heaven,1248,0096787,-0.0605543013307989,-0.04784304406173174,-0.0746343915577642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Back to the Future Part II,1249,0096874,-0.0605543013307989,0.11392166182062113,0.10969050908275015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Batman,1250,0096895,-0.0605543013307989,0.06980401476179764,0.05231239062566168,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bill & Ted's Excellent Adventure,1251,0096928,-0.0605543013307989,-0.018431279355849362,-0.04079688701968779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Born on the Fourth of July,1252,0096969,-0.0605543013307989,0.02568636770297414,-0.04993195356347731,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Cook, the Thief, His Wife & Her Lover",1253,0097108,-0.0605543013307989,0.06980401476179764,-0.07602919253848604,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Crimes and Misdemeanors,1254,0097123,-0.0605543013307989,0.11392166182062113,-0.06844654025135291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dead Calm,1256,0097162,-0.0605543013307989,-0.033137161708790615,-0.07509269423875839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Dead Poets Society,1257,0097165,-0.0605543013307989,0.15803930887944465,0.09272527619957102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Killer,1258,0097202,-0.0605543013307989,0.11392166182062113,-0.0721011024479617,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Do the Right Thing,1259,0097216,-0.0605543013307989,0.1286275441735624,-0.051860038298210724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Driving Miss Daisy,1260,0097239,-0.0605543013307989,0.04039225005591526,-0.04878122362655705,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Field of Dreams,1261,0097351,-0.0605543013307989,0.06980401476179764,-0.045128574212423195,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghostbusters II,1262,0097428,-0.0605543013307989,-0.062548926414673,-0.012136136971772588,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Glory,1263,0097441,-0.0605543013307989,0.11392166182062113,-0.03928005051706517,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Heathers,1265,0097493,-0.07097096799746556,0.02568636770297414,-0.051273579191395975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Henry V,1266,0097499,-0.0605543013307989,0.06980401476179764,-0.07914817564211332,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Honey, I Shrunk the Kids",1267,0097523,-0.0605543013307989,-0.09196069112055523,-0.03175745959964497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Indiana Jones and the Last Crusade,1269,0097576,-0.0605543013307989,0.17274519123238577,0.1940610487131164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Karate Kid Part III,1270,0097647,-0.0605543013307989,-0.2684312793558494,-0.06675831843897621,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lethal Weapon 2,1271,0097733,-0.0605543013307989,0.02568636770297414,-0.023705027936668056,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Licence to Kill,1272,0097742,-0.0605543013307989,-0.062548926414673,-0.05076018837512371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Little Mermaid,1273,0097757,-0.0605543013307989,0.08450989711473876,0.008382663193338795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Look Who's Talking,1274,0097778,-0.0605543013307989,-0.16549010288526111,-0.05901958310188847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kiki's Delivery Service,1275,0097814,-0.0605543013307989,0.11392166182062113,-0.0362360484864553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Major League,1276,0097815,-0.0605543013307989,0.02568636770297414,-0.0641205914060423,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
National Lampoon's Christmas Vacation,1277,0097958,-0.0605543013307989,0.06980401476179764,-0.019440670687050327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Parenthood,1278,0098067,-0.0605543013307989,-0.0037253970029082384,-0.07162290682922821,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Roger & Me,1281,0098213,-0.0605543013307989,0.06980401476179764,-0.08036394018318134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Say Anything,1282,0098258,-0.0605543013307989,0.04039225005591526,-0.056250639191174095,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Star Trek V: The Final Frontier,1283,0098382,-0.0605543013307989,-0.22431363229702586,-0.06764087627291074,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Turner & Hooch,1284,0098536,-0.0605543013307989,-0.12137245582643762,-0.06350735334457848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Uncle Buck,1285,0098554,-0.0605543013307989,-0.0037253970029082384,-0.05419325036113515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Weekend at Bernie's,1287,0098627,-0.0605543013307989,-0.09196069112055523,-0.06901310642042834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
When Harry Met Sally...,1288,0098635,-0.0605543013307989,0.09921577946768001,-0.007618527322473603,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Sex, Lies, and Videotape",1289,0098724,-0.0605543013307989,0.02568636770297414,-0.06957240401609903,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arachnophobia,1291,0099052,-0.050137634664132236,-0.07725480876761412,-0.06393122594102385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Awakenings,1292,0099077,-0.050137634664132236,0.11392166182062113,-0.03718708393299245,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Back to the Future Part III,1293,0099088,-0.050137634664132236,0.05509813240885651,0.07770381286741979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Cyrano de Bergerac,1295,0099334,-0.050137634664132236,0.06980401476179764,-0.081300438482909,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Dances with Wolves,1296,0099348,-0.050137634664132236,0.14333342652650352,0.009962621517634232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Days of Thunder,1297,0099371,-0.050137634664132236,-0.15078422053232,-0.056809171673854804,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Tracy,1298,0099422,-0.050137634664132236,-0.12137245582643762,-0.06694577112151974,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Die Hard 2,1299,0099423,-0.050137634664132236,0.010980485350032885,0.0467289785813295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Edward Scissorhands,1301,0099487,-0.050137634664132236,0.1286275441735624,0.09418625945392557,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Flatliners,1302,0099582,-0.050137634664132236,-0.07725480876761412,-0.05744765846398776,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Ghost,1303,0099653,-0.050137634664132236,0.010980485350032885,-0.008490373574548495,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Godfather Part III,1304,0099674,-0.050137634664132236,0.08450989711473876,0.059205293552333636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Goodfellas,1307,0099685,-0.050137634664132236,0.24627460299709164,0.3428376521699734,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gremlins 2: The New Batch,1320,0099700,-0.050137634664132236,-0.09196069112055523,-0.05128582099923555,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
The Grifters,1321,0099703,-0.050137634664132236,-0.018431279355849362,-0.07984481101948426,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Home Alone,1327,0099785,-0.050137634664132236,0.09921577946768001,0.12259184431968459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Hunt for Red October,1333,0099810,-0.050137634664132236,0.08450989711473876,-0.015120077632669537,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Jacob's Ladder,1339,0099871,-0.050137634664132236,0.05509813240885651,-0.0494862752468177,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kindergarten Cop,1342,0099938,-0.050137634664132236,-0.12137245582643762,-0.03403481841430132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Miller's Crossing,1343,0100150,-0.050137634664132236,0.09921577946768001,-0.03904286549017336,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Misery,1344,0100157,-0.050137634664132236,0.11392166182062113,-0.011290687117851786,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
My Blue Heaven,1345,0100212,-0.050137634664132236,-0.12137245582643762,-0.08250663911160235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Nikita,1347,0100263,-0.050137634664132236,0.04039225005591526,-0.06303336584728986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Heights,1348,0100318,-0.050137634664132236,-0.09196069112055523,-0.08275224038138386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Predator 2,1350,0100403,-0.050137634664132236,-0.10666657347349649,-0.029052785180088372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Pretty Woman,1356,0100405,-0.050137634664132236,0.010980485350032885,0.031770254514356104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Problem Child,1357,0100419,-0.050137634664132236,-0.23901951464996699,-0.07881267359600991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RoboCop 2,1358,0100502,-0.050137634664132236,-0.18019598523820235,-0.05753182089288485,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Rocky V,1359,0100507,-0.050137634664132236,-0.25372539700290825,-0.038374921849926434,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosencrantz & Guildenstern Are Dead,1367,0100519,-0.050137634664132236,0.04039225005591526,-0.08205292710854802,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles,1370,0100758,-0.050137634664132236,-0.04784304406173174,-0.05473380268855148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
