primaryTitle,movieId,T_Const,startYear,averageRating,numVotes,Family,Biography,Musical,Reality-TV,Music,War,Action,Mystery,Sport,Drama,Short,Talk-Show,Game-Show,Fantasy,Documentary,Thriller,Adventure,Comedy,Romance,History,Film-Noir,Adult,Animation,News,Horror,Western,Sci-Fi,Crime
Air Force One,2951,0118571,0.022779032002534432,-0.07725480876761412,-0.016111281511180305,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alien: Resurrection,2952,0118583,0.022779032002534432,-0.12137245582643762,0.0032713258638203155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Amistad,2953,0118607,0.022779032002534432,0.04039225005591526,-0.061261364162511045,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anaconda,2959,0118615,0.022779032002534432,-0.3272548087676141,-0.050621702923938486,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Anastasia,2966,0118617,0.022779032002534432,0.010980485350032885,-0.04370278615560743,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Austin Powers: International Man of Mystery,2968,0118655,0.022779032002534432,-0.0037253970029082384,0.000543698054564514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Avengers,2973,0118661,0.0331956986692011,-0.4743136322970259,-0.07383217058777691,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Batman & Robin,2985,0118688,0.022779032002534432,-0.48901951464996696,0.005821447459402247,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bean,2986,0118689,0.022779032002534432,-0.07725480876761412,-0.05050158018451264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
In the Mood for Love,2987,0118694,0.05402903200253443,0.15803930887944465,-0.0343944215195889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Beverly Hills Ninja,2989,0118708,0.022779032002534432,-0.22431363229702586,-0.07467035186829298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Big Lebowski,2990,0118715,0.0331956986692011,0.15803930887944465,0.21435108009422568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Blues Brothers 2000,2991,0118747,0.0331956986692011,-0.31254892641467286,-0.07784710100266326,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Boogie Nights,2993,0118749,0.022779032002534432,0.1286275441735624,0.009759866575291234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Borrowers,2995,0118755,0.022779032002534432,-0.18019598523820235,-0.08202538304090896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Breakdown,2997,0118771,0.022779032002534432,-0.0037253970029082384,-0.06960377364868794,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Buffalo '66,3000,0118789,0.0331956986692011,0.05509813240885651,-0.07001808233275864,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Bulworth,3004,0118798,0.0331956986692011,-0.033137161708790615,-0.08055827888263463,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Life Is Beautiful,3005,0118799,0.022779032002534432,0.23156872064415052,0.17055371720916823,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Chasing Amy,3006,0118842,0.022779032002534432,0.02568636770297414,-0.03791279360398239,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Con Air,3016,0118880,0.022779032002534432,-0.018431279355849362,0.023179948419427773,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Conspiracy Theory,3020,0118883,0.022779032002534432,-0.04784304406173174,-0.052164935824715195,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Contact,3030,0118884,0.022779032002534432,0.06980401476179764,0.013675332301481014,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cop Land,3033,0118887,0.022779032002534432,-0.0037253970029082384,-0.05443234817050189,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Dante's Peak,3034,0118928,0.022779032002534432,-0.15078422053232,-0.05599662167850287,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dark City,3035,0118929,0.0331956986692011,0.08450989711473876,-0.014423824811793582,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Devil's Advocate,3037,0118971,0.022779032002534432,0.06980401476179764,0.04963258237827923,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Devil's Own,3039,0118972,0.022779032002534432,-0.12137245582643762,-0.06554484923687812,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Doctor Dolittle,3044,0118998,0.0331956986692011,-0.23901951464996699,-0.05348131272396473,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Donnie Brasco,3052,0119008,0.022779032002534432,0.09921577946768001,0.02597567128479122,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Edge,3053,0119051,0.022779032002534432,-0.018431279355849362,-0.06244881952295004,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Event Horizon,3060,0119081,0.022779032002534432,-0.062548926414673,-0.023101353787578903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Face/Off,3062,0119094,0.022779032002534432,0.04039225005591526,0.05241835877477302,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Fallen,3070,0119099,0.0331956986692011,-0.0037253970029082384,-0.05894727992433597,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Fifth Element,3072,0119116,0.022779032002534432,0.08450989711473876,0.08864186817208204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Flubber,3081,0119137,0.022779032002534432,-0.25372539700290825,-0.056381856068954565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Fools Rush In,3082,0119141,0.022779032002534432,-0.13607833817937887,-0.07689223999117624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Full Monty,3083,0119164,0.022779032002534432,0.02568636770297414,-0.049993162602675195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
G.I. Jane,3087,0119173,0.022779032002534432,-0.15078422053232,-0.05934781657458713,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Game,3088,0119174,0.022779032002534432,0.09921577946768001,0.05818769327566878,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gattaca,3089,0119177,0.022779032002534432,0.11392166182062113,0.02467995243627097,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
George of the Jungle,3098,0119190,0.022779032002534432,-0.22431363229702586,-0.06097559446075592,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Good Will Hunting,3100,0119217,0.022779032002534432,0.18745107358532714,0.27195108131840645,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Great Expectations,3101,0119223,0.0331956986692011,-0.033137161708790615,-0.06999704172553436,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Grosse Pointe Blank,3104,0119229,0.022779032002534432,0.04039225005591526,-0.05443464350947181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Hard Eight,3105,0119256,0.012362365335867764,0.02568636770297414,-0.07135549983923245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hercules,3107,0119282,0.022779032002534432,0.04039225005591526,-0.0034077279821540236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
I Know What You Did Last Summer,3108,0119345,0.022779032002534432,-0.18019598523820235,-0.035055861699421056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Ice Storm,3113,0119349,0.022779032002534432,0.05509813240885651,-0.06905518763487689,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In & Out,3114,0119360,0.022779032002534432,-0.09196069112055523,-0.07464089501817898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Jackal,3146,0119395,0.022779032002534432,-0.09196069112055523,-0.046020695958732385,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jackie Brown,3147,0119396,0.022779032002534432,0.06980401476179764,0.04138772479832396,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Jungle 2 Jungle,3148,0119432,0.022779032002534432,-0.2831371617087906,-0.08125720959897549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kiss the Girls,3156,0119468,0.022779032002534432,-0.062548926414673,-0.06242357079428091,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L.A. Confidential,3157,0119488,0.022779032002534432,0.17274519123238577,0.12986118283742354,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Liar Liar,3159,0119528,0.022779032002534432,-0.018431279355849362,0.026434739078775367,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Lost World: Jurassic Park,3160,0119567,0.022779032002534432,-0.07725480876761412,0.06780363333365669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Meet Joe Black,3168,0119643,0.0331956986692011,0.02568636770297414,0.0002850898639534451,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Men in Black,3173,0119654,0.022779032002534432,0.04039225005591526,0.12340171641957162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Midnight in the Garden of Good and Evil,3174,0119668,0.022779032002534432,-0.062548926414673,-0.07558045376986654,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mimic,3175,0119675,0.022779032002534432,-0.15078422053232,-0.07114624143647467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Princess Mononoke,3176,0119698,0.022779032002534432,0.20215695593826827,0.057403069904450876,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
My Best Friend's Wedding,3178,0119738,0.022779032002534432,-0.10666657347349649,-0.03641087680466426,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
As Good as It Gets,3186,0119822,0.022779032002534432,0.09921577946768001,0.02288117179684309,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Peacemaker,3189,0119874,0.022779032002534432,-0.15078422053232,-0.06821050289394606,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Postman,3198,0119925,0.022779032002534432,-0.13607833817937887,-0.06236350942456798,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Primary Colors,3203,0119942,0.0331956986692011,-0.04784304406173174,-0.07949400671358138,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Private Parts,3210,0119951,0.022779032002534432,-0.018431279355849362,-0.07629315652002693,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Rainmaker,3213,0119978,0.022779032002534432,0.02568636770297414,-0.06257965384423553,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Replacement Killers,3219,0120008,0.0331956986692011,-0.13607833817937887,-0.07951160431235077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Romy and Michele's High School Reunion,3243,0120032,0.022779032002534432,-0.10666657347349649,-0.07233905258784348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Saint,3244,0120053,0.022779032002534432,-0.12137245582643762,-0.06444997254822593,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Scream 2,3246,0120082,0.022779032002534432,-0.10666657347349649,-0.021382527455603265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Seven Years in Tibet,3247,0120102,0.022779032002534432,0.010980485350032885,-0.03580682009908012,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sliding Doors,3248,0120148,0.0331956986692011,-0.04784304406173174,-0.06492931583644437,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Smilla's Sense of Snow,3252,0120152,0.022779032002534432,-0.10666657347349649,-0.0850242434051104,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Spanish Prisoner,3253,0120176,0.022779032002534432,0.02568636770297414,-0.08119982612472747,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spawn,3254,0120177,0.022779032002534432,-0.2684312793558494,-0.06447560383339004,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Speed 2: Cruise Control,3255,0120179,0.022779032002534432,-0.45960774994408465,-0.05955630986435493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Sphere,3256,0120184,0.0331956986692011,-0.13607833817937887,-0.04989943626140343,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Three Kings,3257,0120188,0.043612365335867764,0.010980485350032885,-0.025216508648360857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Starship Troopers,3258,0120201,0.022779032002534432,0.04039225005591526,0.021179943063636842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
State and Main,3259,0120202,0.05402903200253443,-0.04784304406173174,-0.08242477202167517,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Suicide Kings,3260,0120241,0.022779032002534432,-0.018431279355849362,-0.07999553827850907,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Sweet Hereafter,3261,0120255,0.022779032002534432,0.06980401476179764,-0.07717227134550657,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Simple Plan,3262,0120324,0.0331956986692011,0.06980401476179764,-0.0638195194444877,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Titanic,3263,0120338,0.022779032002534432,0.1286275441735624,0.348524737024447,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tomorrow Never Dies,3264,0120347,0.022779032002534432,-0.07725480876761412,-0.016481978754822504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Toy Story 2,3267,0120363,0.043612365335867764,0.1286275441735624,0.12843845523256767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
The Truman Show,3268,0120382,0.0331956986692011,0.17274519123238577,0.3118180587739697,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Volcano,3269,0120461,0.022779032002534432,-0.22431363229702586,-0.06136312419017753,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Waterboy,3270,0120484,0.0331956986692011,-0.13607833817937887,-0.028288819859599756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
American History X,3271,0120586,0.0331956986692011,0.2168628382912094,0.33216623874231693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Antz,3273,0120587,0.0331956986692011,-0.062548926414673,-0.03143917259581596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Armageddon,3274,0120591,0.0331956986692011,-0.04784304406173174,0.070950925617913,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Babe: Pig in the City,3275,0120595,0.0331956986692011,-0.18019598523820235,-0.07776255601727118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Bachelor,3285,0120596,0.043612365335867764,-0.29784304406173173,-0.08354604510848145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Being John Malkovich,3298,0120601,0.043612365335867764,0.11392166182062113,0.03667042065864188,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Blade,3300,0120611,0.0331956986692011,0.010980485350032885,0.012775941981767073,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
The Mummy,3301,0120616,0.043612365335867764,0.010980485350032885,0.07135758317208396,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Bug's Life,3307,0120623,0.0331956986692011,0.02568636770297414,0.02019141708059098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Chicken Run,3316,0120630,0.05402903200253443,0.010980485350032885,-0.017784201063757533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Ever After: A Cinderella Story,3317,0120631,0.0331956986692011,-0.0037253970029082384,-0.061767103848883585,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
City of Angels,3328,0120632,0.0331956986692011,-0.04784304406173174,-0.04454555811406333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Civil Action,3354,0120633,0.0331956986692011,-0.062548926414673,-0.07943356278737347,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep Impact,3355,0120647,0.0331956986692011,-0.12137245582643762,-0.022618950047400565,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dogma,3359,0120655,0.043612365335867764,0.04039225005591526,-0.007574150769055136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The 13th Warrior,3360,0120657,0.043612365335867764,-0.062548926414673,-0.04307960162527395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Enemy of the State,3361,0120660,0.0331956986692011,0.04039225005591526,0.0023206729737781464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eyes Wide Shut,3362,0120663,0.043612365335867764,0.06980401476179764,0.03738580130426717,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fantastic Four,3363,0120667,0.10611236533586776,-0.19490186759114347,0.03492787582397706,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fear and Loathing in Las Vegas,3386,0120669,0.0331956986692011,0.06980401476179764,0.016485974870148946,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Frida,3388,0120679,0.07486236533586776,0.04039225005591526,-0.05636158057472026,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
From Hell,3396,0120681,0.06444569866920109,-0.033137161708790615,-0.03132440564731992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Godzilla,3397,0120685,0.0331956986692011,-0.23901951464996699,-0.016752446196778164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Green Mile,3398,0120689,0.043612365335867764,0.23156872064415052,0.39601147474715703,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Half Baked,3408,0120693,0.0331956986692011,-0.062548926414673,-0.0663069017748918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Lock, Stock and Two Smoking Barrels",3409,0120735,0.0331956986692011,0.17274519123238577,0.1294690624300621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Lord of the Rings: The Fellowship of the Ring,3418,0120737,0.06444569866920109,0.26098048535003304,0.6045208318877462,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lost in Space,3421,0120738,0.0331956986692011,-0.2684312793558494,-0.0628696316674355,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Man in the Iron Mask,3424,0120744,0.0331956986692011,-0.07725480876761412,-0.026770453130997192,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Mask of Zorro,3435,0120746,0.0331956986692011,-0.033137161708790615,-0.020548554296532066,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Mercury Rising,3438,0120749,0.0331956986692011,-0.13607833817937887,-0.0623168375321796,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mission: Impossible II,3439,0120755,0.05402903200253443,-0.13607833817937887,0.039027351224255484,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Mulan,3440,0120762,0.0331956986692011,0.08450989711473876,0.017690645272862345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
The Negotiator,3441,0120768,0.0331956986692011,0.04039225005591526,-0.0362272496870706,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Opposite of Sex,3448,0120777,0.0331956986692011,-0.09196069112055523,-0.08251735069346197,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Out of Sight,3450,0120780,0.0331956986692011,-0.0037253970029082384,-0.05525905275616834,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Parent Trap,3451,0120783,0.0331956986692011,-0.062548926414673,-0.03862511379764779,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Payback,3452,0120784,0.043612365335867764,0.010980485350032885,-0.03761860765933755,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Perfect Murder,3461,0120787,0.0331956986692011,-0.062548926414673,-0.05795148536788536,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Pleasantville,3462,0120789,0.0331956986692011,0.06980401476179764,-0.04120737013880861,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Prince of Egypt,3468,0120794,0.0331956986692011,0.010980485350032885,-0.04045105594821973,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Pushing Tin,3471,0120797,0.043612365335867764,-0.15078422053232,-0.07929966801412809,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Red Violin,3476,0120802,0.0331956986692011,0.08450989711473876,-0.07794044478744004,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil,3477,0120804,0.07486236533586776,-0.062548926414673,0.012225060628986099,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Rush Hour,3479,0120812,0.0331956986692011,-0.0037253970029082384,0.010612967559111772,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Saving Private Ryan,3481,0120815,0.0331956986692011,0.23156872064415052,0.43046872080711207,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Six Days Seven Nights,3483,0120828,0.0331956986692011,-0.18019598523820235,-0.06111828803338599,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
