,tconst,primaryTitle
874,tt0085244,The Big Chill
875,tt0088184,Stranger Than Paradise
876,tt0091167,Hannah and Her Sisters
877,tt0088847,The Breakfast Club
878,tt0093748,"Planes, Trains & Automobiles"
879,tt0094336,Withnail & I
880,tt0097216,Do the Right Thing
881,tt0095675,Women on the Verge of a Nervous Breakdown
882,tt0097123,Crimes and Misdemeanors
883,tt0097165,Dead Poets Society
884,tt0102536,Night on Earth
885,tt0098067,Parenthood
886,tt0107653,Naked
887,tt0108122,Short Cuts
888,tt0117589,Secrets & Lies
889,tt0114906,Welcome to the Dollhouse
890,tt0114478,Smoke
891,tt0107614,Mrs. Doubtfire
892,tt0110598,Muriel's Wedding
893,tt0113118,Friday
894,tt0117802,Swingers
895,tt0147612,Happiness
896,tt0101410,Barton Fink
897,tt0119164,The Full Monty
898,tt0115798,The Cable Guy
899,tt0236784,The Tailor of Panama
900,tt0120885,Wag the Dog
901,tt3011894,Wild Tales
902,tt6751668,Parasite
903,tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar"
904,tt0120686,Stepmom
905,tt0154421,The Idiots
906,tt0119237,Gummo
907,tt0119942,Primary Colors
908,tt0185014,Wonder Boys
909,tt0120533,Celebrity
910,tt0142342,Big Daddy
911,tt0131369,Edtv
912,tt0191754,28 Days
913,tt0270053,Vizontele
914,tt0303714,Barbershop
915,tt0273923,Orange County
916,tt0162346,Ghost World
917,tt0280760,Igby Goes Down
918,tt0293815,Friday After Next
919,tt0257360,About Schmidt
920,tt0337909,Calendar Girls
921,tt0332375,Saved!
922,tt0374887,Munna Bhai M.B.B.S.
923,tt0268126,Adaptation.
924,tt0384680,The Weather Man
925,tt0340377,The Station Agent
926,tt0401085,C.R.A.Z.Y.
927,tt0265666,The Royal Tenenbaums
928,tt0088933,Cocoon
929,tt0427944,Thank You for Smoking
930,tt0367089,The Squid and the Whale
931,tt0404030,Everything Is Illuminated
932,tt0470883,Magic Carpet Ride
933,tt0441909,Volver
934,tt0415978,Me and You and Everyone We Know
935,tt0182789,Bicentennial Man
936,tt0258153,S1m0ne
937,tt2338151,PK
938,tt11286314,Don't Look Up
939,tt0827503,The Magician
940,tt0120382,The Truman Show
941,tt0335266,Lost in Translation
942,tt0303361,May
943,tt0457572,Fido
944,tt0449059,Little Miss Sunshine
945,tt1187043,3 Idiots
946,tt0467406,Juno
947,tt0775529,The Savages
948,tt2562232,Birdman or (The Unexpected Virtue of Ignorance)
949,tt0458352,The Devil Wears Prada
950,tt7131622,Once Upon a Time... In Hollywood
951,tt0079261,Hair
952,tt0172684,Kuch Kuch Hota Hai
953,tt0347304,Kal Ho Naa Ho
954,tt0427327,Hairspray
955,tt1562872,Zindagi Na Milegi Dobara
956,tt1336608,Rock of Ages
957,tt6412452,The Ballad of Buster Scruggs
958,tt3960412,Popstar: Never Stop Never Stopping
959,tt10161886,The Prom
960,tt1174730,City Island
961,tt1244668,Soul Kitchen
962,tt0862846,Sunshine Cleaning
963,tt0110008,Pom Poko
964,tt0286244,The Triplets of Belleville
965,tt1560139,Boy
966,tt0978762,Mary and Max
967,tt1441912,The Way
968,tt1262981,World's Greatest Dad
969,tt1798188,From Up on Poppy Hill
970,tt1431181,Another Year
971,tt1142977,Frankenweenie
972,tt2401878,Anomalisa
973,tt1019452,A Serious Man
974,tt1033575,The Descendants
975,tt1692486,Carnage
976,tt2334873,Blue Jasmine
977,tt2378281,Instructions Not Included
978,tt1727388,The Way Way Back
979,tt4925292,Lady Bird
980,tt1716777,People Like Us
981,tt3553976,Captain Fantastic
982,tt2361509,The Intern
983,tt1322269,August: Osage County
984,tt2582496,Me and Earl and the Dying Girl
985,tt2980648,The Hundred-Foot Journey
986,tt3767372,Piku
987,tt2170593,St. Vincent
988,tt4901306,Perfect Strangers
989,tt2121382,Force Majeure
990,tt4196848,Mr. Church
991,tt5764096,Hindi Medium
992,tt7725596,Badhaai Ho
993,tt10288566,Another Round
994,tt1878870,The Edge of Seventeen
995,tt2452386,The Fundamentals of Caring
996,tt10895576,Mimi
997,tt4048272,Toni Erdmann
998,tt4385888,20th Century Women
999,tt5078204,Two Is a Family
1000,tt8637428,The Farewell
1001,tt7014006,Eighth Grade
1002,tt7401588,Instant Family
1003,tt5613484,Mid90s
1004,tt4995790,The Square
1005,tt1172049,Demolition
1006,tt9686708,The King of Staten Island
1007,tt2910904,The Dressmaker
1008,tt1987680,The Upside
1009,tt0138097,Shakespeare in Love
1010,tt4686844,The Death of Stalin
1011,tt5536736,The Meyerowitz Stories
1012,tt2177771,The Monuments Men
1013,tt1231583,Due Date
1014,tt6865690,The Professor
1015,tt2872462,Mistress America
1016,tt4733624,Fatherhood
1017,tt5962210,Ingrid Goes West
1018,tt2503944,Burnt
1019,tt1204975,Last Vegas
1020,tt1371150,This Is Where I Leave You
1021,tt2870708,Wish I Was Here
1022,tt3179568,"Men, Women & Children"
1023,tt6107548,Late Night
1024,tt2170299,Bad Words
1025,tt4878482,Dumplin'
1026,tt1674771,Entourage
1027,tt1024715,Choke
1028,tt1588334,"Jeff, Who Lives at Home"
1029,tt1592281,Take This Waltz
1030,tt1285309,The Joneses
1031,tt1637706,Our Idiot Brother
1032,tt1201167,Funny People
1033,tt10393870,Jayeshbhai Jordaar
1034,tt0458413,A Long Way Down
1035,tt1625346,Young Adult
1036,tt2387559,Delivery Man
1037,tt2172584,Maps to the Stars
1038,tt1915581,Magic Mike
1039,tt0376136,The Rum Diary
1040,tt1767372,She's Funny That Way
1041,tt1694020,The Guilt Trip
1042,tt1321509,Death at a Funeral
1043,tt5315212,Senior Year
1044,tt0486674,What Just Happened
1045,tt2358925,Unfinished Business
1046,tt1578275,The Dilemma
1047,tt0475290,"Hail, Caesar!"
1048,tt1791682,While We're Young
1049,tt5610554,Tully
1050,tt1825157,The Double
1051,tt0405336,Southland Tales
1052,tt0412019,Broken Flowers
1053,tt0280707,Gosford Park
1054,tt1456635,Goon
1055,tt8009428,Hustle
1056,tt1661382,Grudge Match
1057,tt1606392,Win Win
1058,tt0430634,Stick It
1059,tt0180734,Hardball
1060,tt0134618,"Mystery, Alaska"
1061,tt0104694,A League of Their Own
1062,tt0076723,Slap Shot
1063,tt8629748,Spenser Confidential
1064,tt1196948,Charlie Countryman
1065,tt11655202,Riders of Justice
1066,tt1024943,Om Shanti Om
1067,tt0395699,The Pacifier
1068,tt7721800,Bharat
1069,tt1686821,Vampire Academy
1070,tt4535650,Dilwale
1071,tt0419946,The Marine
1072,tt0116000,D3: The Mighty Ducks
1073,tt0347473,Main Hoon Na
1074,tt0012349,The Kid
1075,tt0039628,Miracle on 34th Street
1076,tt5697572,Cats
1077,tt1114677,Hannah Montana: The Movie
1078,tt4900716,Kapoor & Sons
1079,tt1823664,Annie
1080,tt13449624,Jug Jugg Jeeyo
1081,tt1196141,Diary of a Wimpy Kid
1082,tt2181931,English Vinglish
1083,tt1389137,We Bought a Zoo
1084,tt0822832,Marley & Me
1085,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
1086,tt0112431,Babe
1087,tt0083564,Annie
1088,tt0103786,Beethoven
1089,tt0108037,The Sandlot
1090,tt0111070,The Santa Clause
1091,tt0110006,Heavyweights
1092,tt0141109,Jack Frost
1093,tt0109520,D2: The Mighty Ducks
1094,tt0102492,My Girl
1095,tt0286788,What a Girl Wants
1096,tt1462769,The Odd Life of Timothy Green
1097,tt0094137,Three Men and a Baby
1098,tt0104868,The Mighty Ducks
1099,tt0327137,Secondhand Lions
1100,tt0104940,The Muppet Christmas Carol
1101,tt0962726,High School Musical 3: Senior Year
1102,tt0396652,Ice Princess
1103,tt8954732,The Princess Switch
1104,tt0061809,In Cold Blood
1105,tt0064115,Butch Cassidy and the Sundance Kid
1106,tt0070511,Papillon
1107,tt0070666,Serpico
1108,tt0072890,Dog Day Afternoon
1109,tt0077928,Midnight Express
1110,tt0099763,Henry: Portrait of a Serial Killer
1111,tt0107207,In the Name of the Father
1112,tt0099685,Goodfellas
1113,tt0101516,Bugsy
1114,tt0110005,Heavenly Creatures
1115,tt0112461,The Basketball Diaries
1116,tt0264464,Catch Me If You Can
1117,tt0119008,Donnie Brasco
1118,tt0171804,Boys Don't Cry
1119,tt0221027,Blow
1120,tt0221073,Chopper
1121,tt0242193,Bully
1122,tt0340855,Monster
1123,tt0765429,American Gangster
1124,tt0426578,Sophie Scholl: The Final Days
1125,tt0824747,Changeling
1126,tt0379725,Capote
1127,tt0443680,The Assassination of Jesse James by the Coward Robert Ford
1128,tt0463998,Freedom Writers
1129,tt1013753,Milk
1130,tt0986233,Hunger
1131,tt0421206,Gridiron Gang
1132,tt0802948,An American Crime
1133,tt1895587,Spotlight
1134,tt0426883,Alpha Dog
1135,tt0401997,Breach
1136,tt1244754,Conviction
1137,tt0427969,Hollywoodland
1138,tt0896872,The Whistleblower
1139,tt1302006,The Irishman
1140,tt1212450,Lawless
1141,tt1416801,Kill the Irishman
1142,tt0472198,Notorious
1143,tt2334649,Fruitvale Station
1144,tt1491044,The Iceman
1145,tt1126590,Big Eyes
1146,tt3774114,Snowden
1147,tt1216491,Kill the Messenger
1148,tt4209788,Molly's Game
1149,tt3569230,Legend
1150,tt1355683,Black Mass
1151,tt1355631,The Infiltrator
1152,tt10280296,Sardar Udham
1153,tt5294550,All the Money in the World
1154,tt0430308,Get Rich or Die Tryin'
1155,tt1837703,The Fifth Estate
1156,tt6212478,American Animals
1157,tt3513548,Richard Jewell
1158,tt4781612,Imperium
1159,tt4916630,Just Mercy
1160,tt5431890,Official Secrets
1161,tt2273657,True Story
1162,tt1860242,The Highwaymen
1163,tt8236336,The Report
1164,tt2481498,"Extremely Wicked, Shockingly Evil and Vile"
1165,tt11214590,House of Gucci
1166,tt10083340,Gangubai Kathiawadi
1167,tt2132285,The Bling Ring
1168,tt3262342,Loving Vincent
1169,tt5093026,Papillon
1170,tt4877122,The Emoji Movie
1171,tt1615918,Alvin and the Chipmunks: Chipwrecked
1172,tt1231580,Alvin and the Chipmunks: The Squeakquel
1173,tt3554046,Space Jam: A New Legacy
1174,tt0356634,Garfield
1175,tt0455499,Garfield: A Tail of Two Kitties
1176,tt0952640,Alvin and the Chipmunks
1177,tt2017020,The Smurfs 2
1178,tt0243585,Stuart Little 2
1179,tt1411704,Hop
1180,tt0472181,The Smurfs
1181,tt0414853,Barnyard
1182,tt1361336,Tom & Jerry
1183,tt0371606,Chicken Little
1184,tt0318155,Looney Tunes: Back in Action
1185,tt0429589,The Ant Bully
1186,tt1691917,Planes
1187,tt3416828,Ice Age: Collision Course
1188,tt1821658,The Nut Job
1189,tt1402488,Happy Feet Two
1190,tt0344854,Arthur and the Invisibles
1191,tt0377981,Gnomeo & Juliet
1192,tt3152592,Scoob!
1193,tt0762125,Planet 51
1194,tt0420238,The Tale of Despereaux
1195,tt0400717,Open Season
1196,tt0307453,Shark Tale
1197,tt0389790,Bee Movie
1198,tt2279373,The SpongeBob Movie: Sponge Out of Water
1199,tt9848626,Hotel Transylvania 4: Transformania
1200,tt0413267,Shrek the Third
1201,tt1700841,Sausage Party
1202,tt1216475,Cars 2
1203,tt3469046,Despicable Me 3
1204,tt1985966,Cloudy with a Chance of Meatballs 2
1205,tt2357291,Rio 2
1206,tt5220122,Hotel Transylvania 3: Summer Vacation
1207,tt2709692,The Grinch
1208,tt3874544,The Boss Baby
1209,tt0892791,Shrek Forever After
1210,tt1860353,Turbo
1211,tt1482459,The Lorax
1212,tt1679335,Trolls
1213,tt2293640,Minions
1214,tt5113040,The Secret Life of Pets 2
1215,tt2709768,The Secret Life of Pets
1216,tt2510894,Hotel Transylvania 2
1217,tt2224026,Home
1218,tt6182908,Smallfoot
1219,tt1667889,Ice Age 4: Continental Drift
1220,tt1911658,Penguins of Madagascar
1221,tt3606752,Cars 3
1222,tt3411444,Ferdinand
1223,tt1979388,The Good Dinosaur
1224,tt4624424,Storks
1225,tt4520988,Frozen II
1226,tt8115900,The Bad Guys
1227,tt0787474,The Boxtrolls
1228,tt0864835,Mr. Peabody & Sherman
1229,tt1430626,The Pirates! Band of Misfits
1230,tt2850386,The Croods: A New Age
1231,tt5113044,Minions: The Rise of Gru
1232,tt7504818,Ron's Gone Wrong
1233,tt3513500,Chip 'n Dale: Rescue Rangers
1234,tt6324278,Abominable
1235,tt8097030,Turning Red
1236,tt2452042,The Peanuts Movie
1237,tt5848272,Ralph Breaks the Internet
1238,tt0448694,Puss in Boots
1239,tt6467266,Sing 2
1240,tt2872750,Shaun the Sheep Movie
1241,tt2262227,The Book of Life
1242,tt12801262,Luca
1243,tt7146812,Onward
1244,tt7979580,The Mitchells vs the Machines
1245,tt1623288,ParaNorman
1246,tt1430607,Arthur Christmas
1247,tt1277953,Madagascar 3: Europe's Most Wanted
1248,tt0366548,Happy Feet
1249,tt5104604,Isle of Dogs
1250,tt4729430,Klaus
1251,tt0358082,Robots
1252,tt1067106,A Christmas Carol
1253,tt1979376,Toy Story 4
1254,tt0479952,Madagascar: Escape 2 Africa
1255,tt1436562,Rio
1256,tt0481499,The Croods
1257,tt0451079,Horton Hears a Who!
1258,tt0443536,Hoodwinked
1259,tt0423294,Surf's Up
1260,tt0837562,Hotel Transylvania
1261,tt2277860,Finding Dory
1262,tt0397892,Bolt
1263,tt0396555,Meet the Robinsons
1264,tt0780521,The Princess and the Frog
1265,tt0844471,Cloudy with a Chance of Meatballs
1266,tt0327084,Over the Hedge
1267,tt2948372,Soul
1268,tt1080016,Ice Age: Dawn of the Dinosaurs
1269,tt0338348,The Polar Express
1270,tt0438097,Ice Age: The Meltdown
1271,tt3521164,Moana
1272,tt0461770,Enchanted
1273,tt1453405,Monsters University
1274,tt1217209,Brave
1275,tt1690953,Despicable Me 2
1276,tt2948356,Zootopia
1277,tt2380307,Coco
1278,tt1772341,Wreck-It Ralph
1279,tt0165982,Sinbad: Legend of the Seven Seas
1280,tt0351283,Madagascar
1281,tt0462538,The Simpsons Movie
1282,tt0398286,Tangled
1283,tt2294629,Frozen
1284,tt0317219,Cars
1285,tt1323594,Despicable Me
1286,tt0432283,Fantastic Mr. Fox
1287,tt2096673,Inside Out
1288,tt0328880,Brother Bear
1289,tt0298148,Shrek 2
1290,tt0435761,Toy Story 3
1291,tt0382932,Ratatouille
1292,tt0876563,Ponyo
1293,tt1049413,Up
1294,tt0266543,Finding Nemo
1295,tt0198781,"Monsters, Inc."
1296,tt0268380,Ice Age
1297,tt0126029,Shrek
1298,tt0114709,Toy Story
1299,tt0120363,Toy Story 2
1300,tt0345950,The SpongeBob SquarePants Movie
1301,tt0808506,The Girl Who Leapt Through Time
1302,tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit
1303,tt0388473,Tokyo Godfathers
1304,tt0347618,The Cat Returns
1305,tt0275847,Lilo & Stitch
1306,tt0138749,The Road to El Dorado
1307,tt0120917,The Emperor's New Groove
1308,tt0120630,Chicken Run
1309,tt0120855,Tarzan
1310,tt0120762,Mulan
1311,tt0120623,A Bug's Life
1312,tt0103639,Aladdin
1313,tt0119282,Hercules
1314,tt0120587,Antz
1315,tt0117705,Space Jam
1316,tt0115641,Beavis and Butt-Head Do America
1317,tt0113198,A Goofy Movie
1318,tt0104652,Porco Rosso
1319,tt0097757,The Little Mermaid
1320,tt0096438,Who Framed Roger Rabbit
1321,tt0100477,The Rescuers Down Under
1322,tt0099472,DuckTales the Movie: Treasure of the Lost Lamp
1323,tt0096787,All Dogs Go to Heaven
1324,tt0095776,Oliver & Company
1325,tt0090633,An American Tail
1326,tt0076618,The Rescuers
1327,tt0076363,The Many Adventures of Winnie the Pooh
1328,tt0070608,Robin Hood
1329,tt0066817,Bedknobs and Broomsticks
1330,tt0065421,The Aristocats
1331,tt0063823,Yellow Submarine
1332,tt0061852,The Jungle Book
1333,tt0057546,The Sword in the Stone
1334,tt0055254,One Hundred and One Dalmatians
1335,tt0048280,Lady and the Tramp
1336,tt0043274,Alice in Wonderland
1337,tt0032910,Pinocchio
1338,tt0910970,WALL·E
1339,tt0245429,Spirited Away
1340,tt0347149,Howl's Moving Castle
1341,tt0029583,Snow White and the Seven Dwarfs
1342,tt0092067,Castle in the Sky
1343,tt0133240,Treasure Planet
1344,tt0046183,Peter Pan
1345,tt0053285,Sleeping Beauty
1346,tt0091149,The Great Mouse Detective
1347,tt0485601,The Secret of Kells
1348,tt0097814,Kiki's Delivery Service
1349,tt0116683,James and the Giant Peach
1350,tt0104254,FernGully: The Last Rainforest
1351,tt5198068,Wolfwalkers
1352,tt0101329,An American Tail: Fievel Goes West
1353,tt0048960,Around the World in 80 Days
1354,tt0079588,The Muppet Movie
1355,tt0089218,The Goonies
1356,tt0089791,Pee-wee's Big Adventure
1357,tt0091059,Flight of the Navigator
1358,tt0113497,Jumanji
1359,tt0102057,Hook
1360,tt0100944,The Witches
1361,tt0106611,Cool Runnings
1362,tt0097523,"Honey, I Shrunk the Kids"
1363,tt0319343,Elf
1364,tt0367594,Charlie and the Chocolate Factory
1365,tt4468740,Paddington 2
1366,tt0339291,A Series of Unfortunate Events
1367,tt0118689,Bean
1368,tt1204342,The Muppets
1369,tt1109624,Paddington
1370,tt0250223,Asterix & Obelix: Mission Cleopatra
1371,tt0477347,Night at the Museum
1372,tt0110443,Major Payne
1373,tt6139732,Aladdin
1374,tt2990140,The Christmas Chronicles
1375,tt5028340,Mary Poppins Returns
1376,tt0081353,Popeye
1377,tt0164912,Stuart Little
1378,tt0413895,Charlotte's Web
1379,tt0133385,Asterix and Obelix vs. Caesar
1380,tt2692250,Night at the Museum: Secret of the Tomb
1381,tt1078912,Night at the Museum: Battle of the Smithsonian
1382,tt0116705,Jingle All the Way
1383,tt0960731,Bedtime Stories
1384,tt11057644,The Christmas Chronicles: Part Two
1385,tt1067774,Monte Carlo
1386,tt0265298,Big Fat Liar
1387,tt0306841,The Lizzie McGuire Movie
1388,tt0452598,Cheaper by the Dozen 2
1389,tt0449089,RV
1390,tt6673612,Dolittle
1391,tt0267913,Scooby-Doo
1392,tt0281373,Snow Dogs
1393,tt0331632,Scooby-Doo 2: Monsters Unleashed
1394,tt0805647,The Witches
1395,tt0104437,"Honey, I Blew Up the Kid"
1396,tt0463872,Asterix at the Olympic Games
1397,tt0765476,Meet Dave
1398,tt0400497,Herbie Fully Loaded
1399,tt0211181,102 Dalmatians
1400,tt1320261,Gulliver's Travels
1401,tt0368578,Are We There Yet?
1402,tt0452681,The Santa Clause 3: The Escape Clause
1403,tt0108255,Super Mario Bros.
1404,tt0312528,The Cat in the Hat
1405,tt0892769,How to Train Your Dragon
1406,tt0317705,The Incredibles
1407,tt4633694,Spider-Man: Into the Spider-Verse
1408,tt2245084,Big Hero 6
1409,tt11032374,Demon Slayer the Movie: Mugen Train
1410,tt0441773,Kung Fu Panda
1411,tt1646971,How to Train Your Dragon 2
1412,tt1490017,The Lego Movie
1413,tt3606756,Incredibles 2
1414,tt7961060,Dragon Ball Super: Broly
1415,tt4302938,Kubo and the Two Strings
1416,tt5109280,Raya and the Last Dragon
1417,tt2386490,How to Train Your Dragon: The Hidden World
1418,tt4116284,The Lego Batman Movie
1419,tt11657662,The Witcher: Nightmare of the Wolf
1420,tt1302011,Kung Fu Panda 2
1421,tt0983193,The Adventures of Tintin
1422,tt1192628,Rango
1423,tt2267968,Kung Fu Panda 3
1424,tt1446192,Rise of the Guardians
1425,tt5814534,Spies in Disguise
1426,tt2263944,Dragon Ball Z: Battle of Gods
1427,tt1474276,Summer Wars
1428,tt3513498,The Lego Movie 2: The Second Part
1429,tt0472033,9
1430,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole
1431,tt6095472,The Angry Birds Movie 2
1432,tt0848537,Epic
1433,tt0385700,Final Fantasy VII: Advent Children
1434,tt0129167,The Iron Giant
1435,tt2091256,Captain Underpants: The First Epic Movie
1436,tt1985949,The Angry Birds Movie
1437,tt0892782,Monsters vs. Aliens
1438,tt0424095,Flushed Away
1439,tt0375568,Astro Boy
1440,tt10298810,Lightyear
1441,tt0442933,Beowulf
1442,tt0230011,Atlantis: The Lost Empire
1443,tt0453556,TMNT
1444,tt1185834,Star Wars: The Clone Wars
1445,tt0120913,Titan A.E.
1446,tt0173840,Final Fantasy: The Spirits Within
1447,tt0181739,Osmosis Jones
1448,tt0268397,Jimmy Neutron: Boy Genius
1449,tt0436339,G-Force
1450,tt0106364,Batman: Mask of the Phantasm
1451,tt0107692,Ninja Scroll
1452,tt0190641,Pokémon: The First Movie - Mewtwo Strikes Back
1453,tt0092106,The Transformers: The Movie
1454,tt0079833,Lupin III: The Castle of Cagliostro
1455,tt0088814,The Black Cauldron
1456,tt0495596,Tales from Earthsea
1457,tt0119698,Princess Mononoke
1458,tt0082509,Heavy Metal
1459,tt0077869,The Lord of the Rings
1460,tt0102034,Highlander II: The Quickening
1461,tt0089893,Red Sonja
1462,tt0119707,Mortal Kombat: Annihilation
1463,tt0093507,Masters of the Universe
1464,tt0085811,Krull
1465,tt0087078,Conan the Destroyer
1466,tt0190374,Dungeons & Dragons
1467,tt0098382,Star Trek V: The Final Frontier
1468,tt1098327,Dragonball Evolution
1469,tt0082198,Conan the Barbarian
1470,tt0460780,In the Name of the King: A Dungeon Siege Tale
1471,tt0091203,Highlander
1472,tt0113855,Mortal Kombat
1473,tt1043726,The Legend of Hercules
1474,tt0116136,DragonHeart
1475,tt0277296,The Scorpion King
1476,tt0475944,The Covenant
1477,tt0146316,Lara Croft: Tomb Raider
1478,tt0325703,Lara Croft Tomb Raider: The Cradle of Life
1479,tt0311429,The League of Extraordinary Gentlemen
1480,tt0253556,Reign of Fire
1481,tt0816462,Conan the Barbarian
1482,tt0120667,Fantastic Four
1483,tt0486576,Fantastic 4: Rise of the Silver Surfer
1484,tt0338526,Van Helsing
1485,tt0479997,Season of the Witch
1486,tt0450405,Cirque du Freak: The Vampire's Assistant
1487,tt1509767,The Three Musketeers
1488,tt0822847,Priest
1489,tt1121096,Seventh Son
1490,tt2274648,Hellboy
1491,tt6475714,Monster Hunter
1492,tt2404233,Gods of Egypt
1493,tt0970452,Solomon Kane
1494,tt1646987,Wrath of the Titans
1495,tt0800320,Clash of the Titans
1496,tt2345759,The Mummy
1497,tt1538403,The Mortal Instruments: City of Bones
1498,tt10451914,Outside the Wire
1499,tt3717252,Underworld: Blood Wars
1500,tt1648190,The Dark Tower
1501,tt7126948,Wonder Woman 1984
1502,tt1618442,The Last Witch Hunter
1503,tt0978764,Sucker Punch
1504,tt2076822,Chaos Walking
1505,tt2034800,The Great Wall
1506,tt1267297,Hercules
1507,tt3717490,Power Rangers
1508,tt0209163,The Mummy Returns
1509,tt0865556,The Forbidden Kingdom
1510,tt1351685,Jack the Giant Slayer
1511,tt6402468,Blood Red Sky
1512,tt1571234,Mortal Engines
1513,tt3741700,Godzilla: King of the Monsters
1514,tt0293429,Mortal Kombat
1515,tt4123432,Fantastic Beasts: The Secrets of Dumbledore
1516,tt2239822,Valerian and the City of a Thousand Planets
1517,tt1365519,Tomb Raider
1518,tt0473075,Prince of Persia: The Sands of Time
1519,tt0167190,Hellboy
1520,tt9032400,Eternals
1521,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales
1522,tt0803096,Warcraft
1523,tt0411477,Hellboy II: The Golden Army
1524,tt3731562,Kong: Skull Island
1525,tt0974015,Justice League
1526,tt0120616,The Mummy
1527,tt2527338,Star Wars: Episode IX - The Rise of Skywalker
1528,tt9419884,Doctor Strange in the Multiverse of Madness
1529,tt1477834,Aquaman
1530,tt9376612,Shang-Chi and the Legend of the Ten Rings
1531,tt1298650,Pirates of the Caribbean: On Stranger Tides
1532,tt1386697,Suicide Squad
1533,tt12361974,Zack Snyder's Justice League
1534,tt2527336,Star Wars: Episode VIII - The Last Jedi
1535,tt1981115,Thor: The Dark World
1536,tt0449088,Pirates of the Caribbean: At World's End
1537,tt0121765,Star Wars: Episode II - Attack of the Clones
1538,tt0451279,Wonder Woman
1539,tt0120915,Star Wars: Episode I - The Phantom Menace
1540,tt1211837,Doctor Strange
1541,tt0383574,Pirates of the Caribbean: Dead Man's Chest
1542,tt10872600,Spider-Man: No Way Home
1543,tt0800369,Thor
1544,tt0121766,Star Wars: Episode III - Revenge of the Sith
1545,tt0499549,Avatar
1546,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl
1547,tt0086190,Star Wars: Episode VI - Return of the Jedi
1548,tt0076759,Star Wars
1549,tt0080684,Star Wars: Episode V - The Empire Strikes Back
1550,tt2310332,The Hobbit: The Battle of the Five Armies
1551,tt0903624,The Hobbit: An Unexpected Journey
1552,tt1170358,The Hobbit: The Desolation of Smaug
1553,tt1201607,Harry Potter and the Deathly Hallows: Part 2
1554,tt0089469,Legend
1555,tt0241527,Harry Potter and the Sorcerer's Stone
1556,tt1620680,A Wrinkle in Time
1557,tt4777008,Maleficent: Mistress of Evil
1558,tt3089630,Artemis Fowl
1559,tt0304141,Harry Potter and the Prisoner of Azkaban
1560,tt2771200,Beauty and the Beast
1561,tt3183660,Fantastic Beasts and Where to Find Them
1562,tt1587310,Maleficent
1563,tt3861390,Dumbo
1564,tt4123430,Fantastic Beasts: The Crimes of Grindelwald
1565,tt0926084,Harry Potter and the Deathly Hallows: Part 1
1566,tt2567026,Alice Through the Looking Glass
1567,tt0330373,Harry Potter and the Goblet of Fire
1568,tt0295297,Harry Potter and the Chamber of Secrets
1569,tt3691740,The BFG
1570,tt1014759,Alice in Wonderland
1571,tt5523010,The Nutcracker and the Four Realms
1572,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
1573,tt1623205,Oz the Great and Powerful
1574,tt0486655,Stardust
1575,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader
1576,tt1854564,Percy Jackson: Sea of Monsters
1577,tt0814255,Percy Jackson & the Olympians: The Lightning Thief
1578,tt0385752,The Golden Compass
1579,tt0093779,The Princess Bride
1580,tt0494238,Inkheart
1581,tt0970411,City of Ember
1582,tt0760329,The Water Horse
1583,tt0316396,Peter Pan
1584,tt0062803,Chitty Chitty Bang Bang
1585,tt0032138,The Wizard of Oz
1586,tt0083791,The Dark Crystal
1587,tt0091369,Labyrinth
1588,tt0089908,Return to Oz
1589,tt0107688,The Nightmare Before Christmas
1590,tt0101414,Beauty and the Beast
1591,tt3666024,The Red Turtle
1592,tt0120910,Fantasia 2000
1593,tt0042332,Cinderella
1594,tt0032455,Fantasia
1595,tt0067992,Willy Wonka & the Chocolate Factory
1596,tt0110527,Miracle on 34th Street
1597,tt0109127,Angels in the Outfield
1598,tt0107120,Hocus Pocus
1599,tt0092494,*batteries not included
1600,tt0117008,Matilda
1601,tt0107985,Rookie of the Year
1602,tt0112642,Casper
1603,tt0219854,The Kid
1604,tt0093148,Harry and the Hendersons
1605,tt0327679,Ella Enchanted
1606,tt0322330,Freaky Friday
1607,tt0170016,How the Grinch Stole Christmas
1608,tt0396752,Nanny McPhee
1609,tt0058331,Mary Poppins
1610,tt0304669,The Santa Clause 2
1611,tt1415283,Nanny McPhee Returns
1612,tt0457419,Mr. Magorium's Wonder Emporium
1613,tt1396218,Mr. Popper's Penguins
1614,tt0118998,Doctor Dolittle
1615,tt0413099,Evan Almighty
1616,tt0486583,Fred Claus
1617,tt0429591,Aquamarine
1618,tt0109813,The Flintstones
1619,tt0338094,The Haunted Mansion
1620,tt2119543,The House with a Clock in Its Walls
1621,tt0240462,Dr. Dolittle 2
1622,tt1222817,Zookeeper
1623,tt0808510,Tooth Fairy
1624,tt10155932,Cinderella
1625,tt0362165,Son of the Mask
1626,tt3547740,The Bélier Family
1627,tt3783958,La La Land
1628,tt0105488,Strictly Ballroom
1629,tt10366460,CODA
1630,tt0105415,Singles
1631,tt0200550,Coyote Ugly
1632,tt0303933,Drumline
1633,tt1068242,Footloose
1634,tt3544112,Sing Street
